Date,Agent Name,Call Type,Client Name ,Number,Problem Type,escalation ,Pod time/ ticket,Ticket,Ticket Status,Department,Outbound Type ,Call Source,Remarks
05/01/2025,Kshitiz Kamu Magar,OUT,CUID-1798-SeaLinks-Holidays-Pvt-Ltd-Nagpokhari,9801093745,Intranet / VPN,05-01-2025 14:02:18,,65896,already opened,CORPORATE,Client Follow up,NGUCC Panel,call not received by client.
05/01/2025,Hari Dahal,OUT,Kumari-Bank-rajbiraj-Limited-Transport-Management-Office-Saptari,9845176515,General Inquries ,05-01-2025 14:39:10,,,opened via VMDS,CORPORATE,Client Follow up,NGUCC Panel,
05/01/2025,Hari Dahal,OUT,,9813563362,General Inquries ,,,,already opened,CORPORATE,Client Follow up,X-Lite,
05/01/2025,Hari Dahal,OUT,Nepal-Bank-Bayalbas-FTTX,9854037109,General Inquries ,,,,already opened,CORPORATE,Client Follow up,NGUCC Panel,
05/01/2025,Hari Dahal,OUT,Kumari-Bank-rajbiraj-Limited-Transport-Management-Office-Saptari,9845176515,General Inquries ,,,,already opened,CORPORATE,Client Follow up,NGUCC Panel,
05/01/2025,Rebika Shrestha,OUT,NIC-ASIA-Laghubitta-Bittiya-Sanstha-Okharkot-fttx,9868788266,Intranet / VPN,05-01-2025 12:57:17,,65891,already opened,CORPORATE,Client Follow up,NGUCC Panel,
05/01/2025,Hari Dahal,,Nepal-Bank-Bayalbas-FTTX,9854037109,General Inquries ,,,,already opened,CORPORATE,Client Follow up,NGUCC Panel,
05/01/2025,Gaurab Sapkota,IN,Nic-Asia-Bank-ATM-Malangawa-Old-Bus-Park-FTTx,9801982030,Intranet / VPN,05-01-2025 15:03:45,,65903,CLOSED,Operation,Client Follow up,NGUCC Panel,as per client link is fine 
05/01/2025,Hari Dahal,OUT,Kumari-Bank-rajbiraj-Limited-Transport-Management-Office-Saptari,9845176515,General Inquries ,,,,already opened,CORPORATE,Client Follow up,NGUCC Panel,
05/01/2025,Hari Dahal,IN,Nic-Asia-Bank-ATM-Malangawa-Old-Bus-Park-FTTx,9801982030,Intranet / VPN,05-01-2025 15:33:17,,65905,CLOSED,Operation,,NGUCC Panel,
05/01/2025,Hari Dahal,OUT,Kumari-Bank-rajbiraj-Limited-Transport-Management-Office-Saptari,9813563362,General Inquries ,,,,already opened,CORPORATE,Client Follow up,NGUCC Panel,
05/01/2025,Hari Dahal,OUT,Kumari-Bank-rajbiraj-Limited-Transport-Management-Office-Saptari,9813563362,General Inquries ,,,,already opened,CORPORATE,Client Follow up,X-Lite,
05/01/2025,Hari Dahal,OUT,Nepal-Bank-Bayalbas-FTTX,9854037109,General Inquries ,,,,already opened,CORPORATE,Client Follow up,NGUCC Panel,
05/01/2025,Hari Dahal,OUT,Global-IME-Bank-Ltd-Gurbhakot-Surkhet-FTTx,9808897075,General Inquries ,,,,,CORPORATE,Client Follow up,NGUCC Panel,
05/01/2025,Suraj Khaiju,IN,,14217117,General Inquries ,,,,,,,,
05/01/2025,Hari Dahal,IN,Global-IME-Bank-Ltd-Gurbhakot-Surkhet-FTTx,9866536271,General Inquries ,,,,already opened,,,,
05/01/2025,Gaurab Sapkota,OUT,google boys hostel,9851216389,General Inquries ,,,,Not Opened,,,,
06/01/2025,Kshitiz Kamu Magar,IN,CUID-1511-Rama-INN-lux,9704528588,Intranet / VPN,06-01-2025 07:08:06,,65824,CLOSED,Operation,Client Follow up,NGUCC Panel,
06/01/2025,Kshitiz Kamu Magar,IN,SMS-ID-1765032-Sister-Quarter-Chhauni-Hospital-Chhauni-Internet,9768454542,Intranet / VPN,06-01-2025 09:19:14,,65954,CLOSED,Operation,Client Follow up,NGUCC Panel,
06/01/2025,Kshitiz Kamu Magar,OUT,CUID-1511-Rama-INN-lux,9704528588,Intranet / VPN,06-01-2025 10:08:13,,65824,CLOSED,Operation,Client Follow up,NGUCC Panel,"As per client, link is up now."
06/01/2025,Suraj Khaiju,OUT,Nepal-Insurance-Mirchaiya-Techmind-FTTX,9779845593671,Intranet / VPN,,,,,,Client Follow up,NGUCC Panel,
06/01/2025,Suraj Khaiju,OUT,Nepal-Insurance-Mirchaiya-Techmind-FTTX,9779845593671,Intranet / VPN,,,,,,Client Follow up,X-Lite,
06/01/2025,Kshitiz Kamu Magar,OUT,B58-Naasa-Securities-Naxal-FTTH-KTM,9860923248 / 9844416811,Intranet / VPN,06-01-2025 10:39:19,,65862,CLOSED,,Client Follow up,NGUCC Panel,call not received.
06/01/2025,Rebika Shrestha,IN,Shreejana-Dev-Center-Besisahar-Lamjung-FTTx,9856019011,Intranet / VPN,06-01-2025 11:02:12,,65964,CLOSED,Operation,,,
06/01/2025,Ruksana Shrestha ,OUT,Laxmi HO- Manoj sir,9813783111,General Inquries ,05-01-2025 12:52:53,,65889,CLOSED,Operation,Client Follow up,NGUCC Panel,
06/01/2025,Ruksana Shrestha ,OUT,Nepal-Bank-Bhawanipur-Sm,9854035540,Intranet / VPN,,,,Not Opened,CORPORATE,Client Follow up,NGUCC Panel,
06/01/2025,Bipul Shrestha,IN,Jalpa-Laghubitta-machhi-FTTX,9844998381,Intranet / VPN,,,65967,OPEN,Operation,,,
06/01/2025,Kshitiz Kamu Magar,IN,CUID-123198-SeaLinks-Holidays-Nagpokhari,9801093745,Intranet / VPN,,,,Not Opened,,Client Follow up,NGUCC Panel,link is fine after pwr restart.
06/01/2025,Rebika Shrestha,OUT,Shreejana-Dev-Center-Besisahar-Lamjung-FTTx,9856019011,Intranet / VPN,06-01-2025 11:02:12,,65964,CLOSED,CORPORATE,Client Follow up,NGUCC Panel,
06/01/2025,Rebika Shrestha,OUT, Jalpa-Laghubitta-machhi-FTTX,9844998381,Intranet / VPN,06-01-2025 11:23:41,,65967,already opened,CORPORATE,Client Follow up,NGUCC Panel,
06/01/2025,Nikita Shrestha ,IN,Kumari-bank-Janabahal-FTT,9823400469,Intranet / VPN,,,,Not Opened,CORPORATE,Client Follow up,NGUCC Panel,
06/01/2025,,,,9851176184,Intranet / VPN,06-01-2025 12:31:47,,65973,CLOSED,Operation,,NGUCC Panel,
06/01/2025,Anmol Shrestha,IN,S023138-NEWS-24-HO[Nepal-Broadcasting],14543905,Intranet / VPN,06-01-2025 12:42:29,,65974,CLOSED,Operation,Client Follow up,NGUCC Panel,Fiber issue.
06/01/2025,Anmol Shrestha,IN,Kumari-bank-Janabahal-FTTX,9851176184,Intranet / VPN,,,,Not Opened,CORPORATE,Client Follow up,NGUCC Panel,
06/01/2025,Hari Dahal,IN,Vanilla-Transtechnor-Private.Limited,9843457106,Slow Internet,06-01-2025 15:12:20,,65983,OPEN,L2 Enterprise,,,
06/01/2025,Nikita Shrestha ,OUT,CUID-1757-Hotel-Durbar-Heritage-Inn-Thamel-Internet,14547100,Intranet / VPN,,,65920,already opened,CORPORATE,Client Follow up,NGUCC Panel,
06/01/2025,Nikita Shrestha ,OUT,CUID-1757-Hotel-Durbar-Heritage-Inn-Thamel-Internet,14547100,Intranet / VPN,,,65920,already opened,CORPORATE,Client Follow up,NGUCC Panel,
06/01/2025,Hari Dahal,IN,RBB-Bikash-Sir-Dia-Internet-10Mb-FTTX,9851062443,Intranet / VPN,06-01-2025 21:06:36,,66006,CLOSED,Operation,,,
07/01/2025,Kshitiz Kamu Magar,OUT,Sister-Quarter-Chhauni-Hospital-Chhauni-Internet,9862669388,Intranet / VPN,07-01-2025 08:50:47,,65954,CLOSED,,Client Follow up,NGUCC Panel,
07/01/2025,Kshitiz Kamu Magar,OUT,Golanjor-Rural-Municipality-Sinduli-Gwaltor-FTTX,9851253193,Intranet / VPN,07-01-2025 09:14:39,,66036,CLOSED,Operation,Client Follow up,NGUCC Panel,link is operational now.
07/01/2025,Yagesh KC,OUT,COR-20412-Citizen-Bank-Intl-Gwarko,9851135490,Intranet / VPN,07-01-2025 09:00:23,,66033,CLOSED,CORPORATE,Client Follow up,NGUCC Panel,
07/01/2025,Nikita Shrestha ,IN,Nepal-Redcross-Society-Ware-House-Bhaktapur,9761808383,Intranet / VPN,06-01-2025 16:07:06,,65995,already opened,CORPORATE,,NGUCC Panel,
07/01/2025,Rebika Shrestha,IN, Global-Ime-Jogbuda-EXT-CounterFTTx,9848804929,Intranet / VPN,07-01-2025 09:44:45,,66045,CLOSED,L2 Enterprise,,,
07/01/2025,Kshitiz Kamu Magar,IN,makwanpur area police,9855090161,Intranet / VPN,,,,Not Opened,CORPORATE,,NGUCC Panel,
07/01/2025,Nikita Shrestha ,IN,COR-17974-Broker-29-Trishul-Securities,9840095258,,,,,Not Opened,,,,
07/01/2025,Rebika Shrestha,OUT,S001353-Citizen-Bank-Bhatbhateni-ATM-INtranet,9861792472,Intranet / VPN,07-01-2025 10:02:40,,66051,opened via VMDS,CORPORATE,Client Follow up,NGUCC Panel,
07/01/2025,Rebika Shrestha,OUT, Nic-Asia-Teku-Ward-Office-Ext,9823885666,Intranet / VPN,07-01-2025 08:14:23,,66016,already opened,CORPORATE,Client Follow up,NGUCC Panel,
07/01/2025,Rebika Shrestha,OUT,Global-IME-BOK-Kalikot-Manma-87-FTTX,9843721369,Intranet / VPN,07-01-2025 08:23:15,,66019,already opened,CORPORATE,Client Follow up,NGUCC Panel,
07/01/2025,Kshitiz Kamu Magar,IN,Nic-Asia-Teku-Ward-Office-Ext,9823885666,Intranet / VPN,07-01-2025 10:31:25,,PON unstable.,CLOSED,,Client Follow up,NGUCC Panel,
07/01/2025,Kshitiz Kamu Magar,OUT,B04-Opal-Securities-Putalisadak-KTM-FTTX,9861661591,Intranet / VPN,,,66055,CLOSED,L2 Enterprise,Client Follow up,NGUCC Panel,
07/01/2025,Yagesh KC,OUT,HBL-Lahan-FTTX,9851181383,Intranet / VPN,07-01-2025 10:39:40,,66054,OPEN,CORPORATE,Client Follow up,NGUCC Panel,call is unreachable.
07/01/2025,Yagesh KC,OUT,HBL-Lahan-FTTX,9843434627,Intranet / VPN,07-01-2025 10:39:40,,66054,already opened,CORPORATE,Client Follow up,NGUCC Panel,baranch asked to call after some time.
07/01/2025,Yagesh KC,OUT,HBL-Lahan-FTTX,9843434627,Intranet / VPN,07-01-2025 10:39:40,,66054,already opened,Operation,Client Follow up,NGUCC Panel,
07/01/2025,Anmol Shrestha,IN,B29-Trishul-Securities-KTM-FTTX,9840095258,Intranet / VPN,,,,Not Opened,CORPORATE,Client Follow up,NGUCC Panel,
07/01/2025,Anmol Shrestha,OUT,B29-Trishul-Securities-KTM-FTTX,9840095258,Intranet / VPN,,,,Not Opened,CORPORATE,Client Follow up,NGUCC Panel,
07/01/2025,Anmol Shrestha,OUT,B29-Trishul-Securities-KTM-FTTX,9840095258,Intranet / VPN,,,,Not Opened,CORPORATE,Client Follow up,NGUCC Panel,
07/01/2025,Anmol Shrestha,OUT,JBNL-Securities-ltd-shankhamul,9849256801,Intranet / VPN,,,,Not Opened,CORPORATE,Client Follow up,NGUCC Panel,
07/01/2025,Rebika Shrestha,OUT,surendra sir Reseller,9807795433,General Inquries ,,,,Not Opened,,,,
07/01/2025,Nikita Shrestha ,IN,COR-26876-Sahayogi-Saving-and-Credit-Co-operative-Jorpati-Boudha,97714916622,Intranet / VPN,,,66060,CLOSED,Operation,,NGUCC Panel,
07/01/2025,Kshitiz Kamu Magar,OUT,IRD-Putalisadak,15343176,Intranet / VPN,07-01-2025 12:09:36,,65998,already opened,CORPORATE,Client Follow up,NGUCC Panel,call not reachable.
07/01/2025,Nikita Shrestha ,IN,NIBL-pyuthan-FTTX,86460461,Intranet / VPN,,,66063,OPEN,CORPORATE,,,
07/01/2025,Rebika Shrestha,OUT,Nepal-Investment-Mega-Bank-Lalbandi-vlan501,9854037520,Intranet / VPN,07-01-2025 09:10:58,,66034,already opened,CORPORATE,Client Follow up,NGUCC Panel,
07/01/2025,Anmol Shrestha,IN,Nic-Asia-Teku-Ward-Office-Ext,9825732582,Intranet / VPN,,,,Not Opened,CORPORATE,Client Follow up,NGUCC Panel,
07/01/2025,Rebika Shrestha,IN,Nic-Asia-Teku-Ward-Office-Ext,9801982752,Intranet / VPN,07-01-2025 13:55:12,,66071,CLOSED,CORPORATE,,,
07/01/2025,Nikita Shrestha ,IN,Ace-Hardware-Pvt-LTD-Teku-FTTx,9801029447,Intranet / VPN,,,,CLOSED,CORPORATE,,NGUCC Panel,
07/01/2025,Hari Dahal,OUT,Jalpa-Laghubitta-kohalabi-FTTX,9856019059,General Inquries ,,,,already opened,CORPORATE,Client Follow up,NGUCC Panel,
07/01/2025,Nikita Shrestha ,IN,client,15970071,General Inquries ,,,,Not Opened,CORPORATE,,NGUCC Panel,
07/01/2025,Hari Dahal,OUT,S019504-Pokhara-Grande-Lazimpat-Internet,9851077820,No Internet ,,,,already opened,CORPORATE,Client Follow up,NGUCC Panel,
07/01/2025,Nikita Shrestha ,OUT,Machhapuchhere-Bank-Halesi-Branch-FTTX,9866193206,,,,,already opened,CORPORATE,Client Follow up,NGUCC Panel,
07/01/2025,Nikita Shrestha ,OUT,Machhapuchhere-Bank-Halesi-Branch-FTTX,9813825040,,,,,,,,,
07/01/2025,Hari Dahal,OUT,COR-34788-Rajesh-Rawal,9851325877,No Internet ,07-01-2025 15:14:10,,66082,OPEN,CORPORATE,Client Follow up,X-Lite,
07/01/2025,Hari Dahal,OUT,COR-34788-Rajesh-Rawal,9851325877,No Internet ,,,,already opened,CORPORATE,Client Follow up,NGUCC Panel,
07/01/2025,Hari Dahal,OUT,COR-34788-Rajesh-Rawal,9851325877,No Internet ,,,,already opened,CORPORATE,Client Follow up,NGUCC Panel,
07/01/2025,Nirajan Chaudhary,IN,P2P-Laxmi-Bank-Gola-SM,,Wireless,07-01-2025 15:49:49,,66087,CLOSED,L2 Enterprise,,,
07/01/2025,Hari Dahal,OUT,S019504-Pokhara-Grande-Lazimpat-Internet,9851077820,No Internet ,,,,already opened,CORPORATE,Client Follow up,NGUCC Panel,
07/01/2025,Nikita Shrestha ,OUT,Shreejana-Dev-Center-Besisahar-Lamjung-FTTx,9856019011,Intranet / VPN,,,66020,CLOSED,CORPORATE,Client Follow up,NGUCC Panel,
07/01/2025,Hari Dahal,OUT,Golanjor-Rural-Municipality-Sinduli-Gwaltor-FTTX,9846268452,Intranet / VPN,,,,OPEN,CORPORATE,,,
07/01/2025,Hari Dahal,OUT,Radisson-Hotel-Lazimpat-Intranet,9803087960,Intranet / VPN,,,66102,CLOSED,CORPORATE,,,
07/01/2025,Hari Dahal,OUT,COR-31656-Hotel-Panchthar-Airport,9828223310,No Internet ,,,,OPEN,CORPORATE,Client Follow up,NGUCC Panel,
07/01/2025,Nirajan Chaudhary,IN,Malika-Hospitality-Hetauda-Techmind-fttx,9862118332,Intranet / VPN,,,,Not Opened,CORPORATE,,,
08/01/2025,Kshitiz Kamu Magar,IN,Malika-Hospitality-Hetauda-Techmind-fttx,9862118332,Intranet / VPN,,,,Not Opened,,Client Follow up,NGUCC Panel,
08/01/2025,Rebika Shrestha,IN,COR-26876-Sahayogi-Saving-and-Credit-Co-operative-Jorpati-Boudha,14916622,Intranet / VPN,,,66060,already opened,CORPORATE,,,
08/01/2025,Rebika Shrestha,OUT,COR-26876-Sahayogi-Saving-and-Credit-Co-operative-Jorpati-Boudha,14916622,Intranet / VPN,,,66060,already opened,CORPORATE,Client Follow up,X-Lite,
08/01/2025,Rebika Shrestha,OUT,COR-26876-Sahayogi-Saving-and-Credit-Co-operative-Jorpati-Boudha,14916622,Intranet / VPN,,,66060,already opened,CORPORATE,Client Follow up,X-Lite,
08/01/2025,Nikita Shrestha ,IN,N0809-HGP-STV-Hotel-Ganapati-Master,14111299,Intranet / VPN,,,,Not Opened,CORPORATE,,NGUCC Panel,
08/01/2025,Nikita Shrestha ,OUT,N0809-HGP-STV-Hotel-Ganapati-Master,9840007925,Intranet / VPN,,,,Not Opened,CORPORATE,Client Follow up,NGUCC Panel,
08/01/2025,Rebika Shrestha,OUT, patel engineering,9841973618,Intranet / VPN,,,,Not Opened,CORPORATE,Client Follow up,NGUCC Panel,
08/01/2025,Rebika Shrestha,OUT,Golanjor-Rural-Municipality-Sinduli-Gwaltor-FTTX,9851253193,Intranet / VPN,,,66036,already opened,CORPORATE,Client Follow up,NGUCC Panel,
08/01/2025,Kshitiz Kamu Magar,OUT,Malika-Hospitality-Hetauda-Techmind-fttx,9862118332,Intranet / VPN,08-01-2025 09:50:00,,66158,CLOSED,Operation,Client Follow up,NGUCC Panel,
08/01/2025,Yagesh KC,IN,HBL-KakaniExtensionCounter-SM,9745600680,Wireless,08-01-2025 09:52:24,,66161,CLOSED,L2 Enterprise,,NGUCC Panel,
08/01/2025,Nikita Shrestha ,OUT,Global-IME-IRD-Lahan-FTTX,9801134034,Intranet / VPN,,,66146,already opened,CORPORATE,Client Follow up,NGUCC Panel,
08/01/2025,Suraj Khaiju,IN,Prime-Bank-Sabhapokhari-sankhuwasaba-FTTX,9852676705,Intranet / VPN,08-01-2025 10:04:33,,66162,CLOSED,Operation,,NGUCC Panel,
08/01/2025,Rebika Shrestha,IN,Nepal-Bank-Lungri-Rolpa-FTTX,9860901242,Intranet / VPN,08-01-2025 10:27:34,,66167,CLOSED,CORPORATE,,,
08/01/2025,Suraj Khaiju,IN,RBB-Nijgadh-SM,9855024261,Wireless,,,66169,OPEN,L2 Enterprise,,NGUCC Panel,
08/01/2025,Nikita Shrestha ,IN,P2P-Saldhara-Khanikhola-Gaupalika-SM,9869115207,Wireless,,,,Not Opened,CORPORATE,,NGUCC Panel,
08/01/2025,Yagesh KC,IN,COR-26876-Sahayogi-Saving-and-Credit-Co-operative-Jorpati-Boudha,9851127841,Intranet / VPN,07-01-2025 12:08:07,,66060,already opened,Operation,,NGUCC Panel,
08/01/2025,Rebika Shrestha,OUT,Unnati-Sahakarya-Laghubitta-HO.,71571128,Intranet / VPN,,,,Not Opened,,,,
08/01/2025,Suraj Khaiju,OUT,RBB-Samsad-Bhawan-CUID-1106124,9851216621,Intranet / VPN,,,,OPEN,,,,
08/01/2025,Yagesh KC,OUT,HBL-KakaniExtensionCounter-SM,9745600680,Wireless,08-01-2025 09:52:24,,66161,CLOSED,L2 Enterprise,Client Follow up,NGUCC Panel,
08/01/2025,Rebika Shrestha,IN,Marin-Gaupalika-Woda-Karyalaya,9802348365,General Inquries ,,,,Not Opened,,,,
08/01/2025,Sagar Bhattarai,IN,Shreejana-Dev-Center-Besisahar-Lamjung-FTT,9856019011,Intranet / VPN,08-01-2025 08:27:31,,66129,CLOSED,L2 Enterprise,,,
08/01/2025,Sagar Bhattarai,IN,Jalpa-Laghubitta-kohalabi-FTTX,9856019059,Intranet / VPN,08-01-2025 08:06:17,,66118,CLOSED,Operation,,,
08/01/2025,Suraj Khaiju,IN,,9801967301,General Inquries ,,,,Not Opened,,,NGUCC Panel,
08/01/2025,Suraj Khaiju,OUT,Nepal-Bank-kalanki-kalimati-Malpot,9851221227,DIA,,,,OPEN,,,,
08/01/2025,Yagesh KC,IN,naubise check post,9856069694,General Inquries ,,,,Not Opened,,,NGUCC Panel,
08/01/2025,Yagesh KC,OUT,naubise check post,9856069694,,,,,Not Opened,,,NGUCC Panel,
08/01/2025,Yagesh KC,OUT,naubise check post,9856069694,,,,,Not Opened,,,NGUCC Panel,
08/01/2025,Yagesh KC,OUT,websurfer branch staff ,9801041881,,,,,Not Opened,,,NGUCC Panel,
08/01/2025,Rebika Shrestha,IN,Home User,9767748772,General Inquries ,,,,Not Opened,,,,
08/01/2025,Suraj Khaiju,IN,,8000,General Inquries ,,,,Not Opened,,,NGUCC Panel,
08/01/2025,Ruksana Shrestha ,IN,,9703089247,General Inquries ,,,,Not Opened,CORPORATE,,,
08/01/2025,Ruksana Shrestha ,IN,COR-26876-Sahayogi-Saving-and-Credit-Co-operative-Jorpati-Boudha,14916622,Intranet / VPN,07-01-2025 12:08:07,,,already opened,CORPORATE,,,
08/01/2025,Ruksana Shrestha ,OUT,COR-26876-Sahayogi-Saving-and-Credit-Co-operative-Jorpati-Boudha,14916622,Intranet / VPN,07-01-2025 12:08:07,,,already opened,CORPORATE,Client Follow up,NGUCC Panel,
08/01/2025,Ruksana Shrestha ,IN,CUID-3622333,9801967301,No Internet ,,,,Not Opened,CORPORATE,,,
08/01/2025,Ruksana Shrestha ,OUT,Karmachari-Sanchaya-Kosh-Surkhet,9841252799,Intranet / VPN,,,,already opened,CORPORATE,Client Follow up,NGUCC Panel,
08/01/2025,Rebika Shrestha,IN,La-Country-Cafe-Pvt-Ltd-Fttx,9703089247,Intranet / VPN,08-01-2025 12:01:23,,,CLOSED,L2 Enterprise,,,
08/01/2025,Yagesh KC,OUT,P2P-RAJBIRAJ-CHHINAMASTA-BOK-SM,9807716766,Wireless,08-01-2025 11:44:42,,66178,CLOSED,L2 Enterprise,Client Follow up,NGUCC Panel,
08/01/2025,Suraj Khaiju,OUT,CUID-2461-Vanilla-Transtechnor-Private.Limited,9843457106,No Internet ,08-01-2025 12:07:01,,66186,already opened,CORPORATE,Client Follow up,NGUCC Panel,
08/01/2025,Nikita Shrestha ,OUT,GlobalIME-Supreme-Court-Fttx,9841762021,,,,,already opened,CORPORATE,Client Follow up,NGUCC Panel,
08/01/2025,Yagesh KC,IN,High-Himalayan-hydro,9841266617,General Inquries ,,,,Not Opened,,,NGUCC Panel,
08/01/2025,Suraj Khaiju,IN,Jalpa-Laghubitta-kohalabi-FTTX,9856019059,Intranet / VPN,,,,already opened,Operation,,NGUCC Panel,
08/01/2025,Suraj Khaiju,OUT,RBB-Samsad-Bhawan-CUID-1106124,9851216621,Intranet / VPN,,,66173,CLOSED,CORPORATE,Client Follow up,NGUCC Panel,
08/01/2025,Suraj Khaiju,OUT,COR-31656-Hotel-Panchthar-Airport,9828223310,Intranet / VPN,08-01-2025 12:40:13,,66187,CLOSED,CORPORATE,Client Follow up,NGUCC Panel,
08/01/2025,Yagesh KC,IN,NIC-Asia-Bank-Panchakanya,9820107190,Intranet / VPN,08-01-2025 12:46:32,,66189,CLOSED,Operation,,NGUCC Panel,
08/01/2025,Rebika Shrestha,IN,Home User,9808246463,General Inquries ,,,,Not Opened,,,,
08/01/2025,Suraj Khaiju,OUT,Jalpa-Laghubitta-kohalabi-FTTX,9856019059,Intranet / VPN,,,66118,CLOSED,CORPORATE,Client Follow up,NGUCC Panel,
08/01/2025,Suraj Khaiju,OUT,Jalpa-Laghubitta-kohalabi-FTTX,9856019059,Intranet / VPN,,,66118,CLOSED,CORPORATE,Client Follow up,NGUCC Panel,
08/01/2025,Rebika Shrestha,OUT,Nepal-Bank-Lungri-Rolpa-FTTX,9860901242,Intranet / VPN,08-01-2025 10:27:34,,66167,already opened,CORPORATE,Client Follow up,NGUCC Panel,
08/01/2025,Rebika Shrestha,IN,Home User,9808246463,General Inquries ,,,,Not Opened,Trasnfered,,,
08/01/2025,Rebika Shrestha,IN,Smart-Makwanpur-indrashowr-gaupalika-location-two,9845618431,Intranet / VPN,08-01-2025 13:27:24,,66195,CLOSED,L2 Enterprise,,,
08/01/2025,Rebika Shrestha,IN,Vanilla Transtechnor Private Limited,9864475925,Intranet / VPN,,,,Not Opened,,,,
08/01/2025,Hari Dahal,IN,Home User,9861395992,General Inquries ,,,,Not Opened,CORPORATE,,,
08/01/2025,Hari Dahal,IN,Mechi-Eye-Hospital-Rajgadh-Jhapa-fttx,9801404079,Intranet / VPN,08-01-2025 15:29:39,,66208,OPEN,,,,
08/01/2025,Hari Dahal,IN,P2P-Laxmi-Bank-Gola-SM,9862317136,General Inquries ,,,,Not Opened,,,,
08/01/2025,Hari Dahal,IN,kumari bank,9851323208,,,,,,,,,
08/01/2025,Hari Dahal,IN,INdex furniture,97714515181,General Inquries ,,,,,,,,
08/01/2025,Nitesh Pokhrel,IN,Prabhu-Bank-Darbang-SM,69420051,Wireless,08-01-2025 16:17:14,08-01-2025 16:17:14,66218,CLOSED,CORPORATE,,,
08/01/2025,Nitesh Pokhrel,IN,RBB-Nijgadh-SM,53540361,Wireless,08-01-2025 16:20:21,08-01-2025 15:53:15,66222,OPEN,CORPORATE,,,
08/01/2025,Rebika Shrestha,IN,P2P-JalpaLaghubitta-Himalibash-Sm,9855012519,Intranet / VPN,08-01-2025 14:27:28,,66204,CLOSED,,,,
08/01/2025,Hari Dahal,IN,Prabhu-Bank-Darbang-SM,9809645312,Wireless,,,,,,,,
08/01/2025,Nikita Shrestha ,IN,Jalpa-laghubitta-Hariharpur-SM,9856019096,Wireless,,,,Not Opened,CORPORATE,,NGUCC Panel,Following ticket 66213
08/01/2025,Rebika Shrestha,IN,Gangaur-Food-and-Services-kamaladi,14544899,General Inquries ,,,,Not Opened,,,,
08/01/2025,Hari Dahal,IN,Sagarmatha-Apartment,9864475687,General Inquries ,,,,Not Opened,CORPORATE,,,
08/01/2025,Hari Dahal,OUT,S019504-Pokhara-Grande-Lazimpat-Interne,9851077820,General Inquries ,,,,,,,,
08/01/2025,Hari Dahal,IN,Sushan Patel sir,9802348331,General Inquries ,,,,Not Opened,,,,
09/01/2025,Kshitiz Kamu Magar,IN,Jalpa-Laghubittiya-Nijgadh-FTTX,9856019057,Intranet / VPN,,,66261,CLOSED,CORPORATE,Client Follow up,NGUCC Panel,follow ticket: 66242
09/01/2025,Yagesh KC,IN,NIC-ASIA-Laghubitta-Bittiya-Sanstha-Okharkot-fttx,9868788266,No Internet ,09-01-2025 09:07:09,,66277,OPEN,L2 Enterprise,,NGUCC Panel,
09/01/2025,Bipul Shrestha,OUT,Skyline Hotel Thamel,14544399,No Internet ,,,66280,OPEN,Operation,,,
09/01/2025,Yagesh KC,OUT,NMB-Bank-Ltd-Chulachuli-FTTx,9852669222,General Inquries ,,,,Not Opened,,Client Follow up,NGUCC Panel,
09/01/2025,Kshitiz Kamu Magar,IN, Adbl-kharanitar-FTTX,9851317968,Intranet / VPN,09-01-2025 09:33:06,,66283,OPEN,CORPORATE,Client Follow up,NGUCC Panel,follow ticket: 66281
09/01/2025,Suraj Khaiju,IN,NIC-ASIA-Laghubitta-Chawannibazar-Kanchanpur-fttx,9802269083,Intranet / VPN,09-01-2025 09:13:40,,66279,CLOSED,L2 Enterprise,,NGUCC Panel,
09/01/2025,Suraj Khaiju,IN,Nic-Asia-Laghubitta-HO,9779802269907,Intranet / VPN,,,,Not Opened,CORPORATE,,NGUCC Panel,
09/01/2025,Yagesh KC,IN,NIC-Asia-Laghubitta-Bittiya-Sanstha-Ltd-Jaljala-FTTx,9802269274,No Internet ,09-01-2025 09:46:25,,66285,CLOSED,L2 Enterprise,,NGUCC Panel,
09/01/2025,Suraj Khaiju,OUT,NIC-ASIA-Bank-Biratnagar,9801981901,Intranet / VPN,,,,already opened,CORPORATE,Client Follow up,NGUCC Panel,
09/01/2025,Suraj Khaiju,OUT,NIC-ASIA-Bank-Biratnagar,9842073407,Intranet / VPN,,,,already opened,CORPORATE,,NGUCC Panel,
09/01/2025,Suraj Khaiju,IN,NIC-ASIA-Laghubitta-Bittiya-Sanstha-Okharkot-fttx,9868788266,Intranet / VPN,,,,already opened,L2 Enterprise,,NGUCC Panel,
09/01/2025,Kshitiz Kamu Magar,OUT,Agricultural-Develpoment-Bank-Bhingri,9851320467,Intranet / VPN,,,,Not Opened,,Client Follow up,NGUCC Panel,link is up during the call.
09/01/2025,Suraj Khaiju,IN,Kumari-Bank-Limited-Birendranagar-Extension-Counter-Surkhet-Pradesh-Hospital-FTTx,9866519100,Intranet / VPN,,,66289,CLOSED,L2 Enterprise,Client Follow up,NGUCC Panel,
09/01/2025,Rebika Shrestha,OUT,9709060387,9709060387,Intranet / VPN,,,,Not Opened,,,,Call is not reachable
